variant,budget,tasks,failures,recallAtK,mrr,ndcgAtK,evidenceCoverage,taskSuccessRate,meanLatencyMs,p95LatencyMs,meanTokens
full,8000,36,0,0.5833333333333334,0.30009920634920634,0.36755480977183147,0.5833333333333334,0.5833333333333334,1095.715743166667,3239.131711,6371.5
full,,36,0,0.5833333333333334,0.30009920634920634,0.36755480977183147,0.5833333333333334,0.5833333333333334,181.01245036111106,341.19730900000286,10210.083333333334
