variant,budget,tasks,failures,recallAtK,mrr,ndcgAtK,evidenceCoverage,taskSuccessRate,meanLatencyMs,p95LatencyMs,meanTokens
full,8000,36,0,0.5833333333333334,0.30009920634920634,0.36755480977183147,0.5833333333333334,0.5833333333333334,980.206245805556,2785.4592759999996,6365.166666666667
full,,36,0,0.5833333333333334,0.30009920634920634,0.36755480977183147,0.5833333333333334,0.5833333333333334,156.48578233333407,229.57389899999544,10201.083333333334
